"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Spring 2018"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"SPRING 2018 (201801)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"COMPLETED","Pending Audition - Piano","MUS","050","01","11765","  1-3","","TBA","","","","","","","","TBA",50,0,50,0,"Le, Andrew C.",01/08-05/04,16
,"Reserved for students who have never taken piano at Hope. Must be available on Monday, January 8 for audition and placement in Mus 179. Auditions will not be held on other days. Course fee will be added upon placement."
"COMPLETED","Pending Audition - Voice","MUS","060","01","11766","  1-3","","TBA","","","","","","","","TBA",50,0,50,0,"Kim, JungWoo",01/08-05/04,16
,"Reserved for students who have never taken voice at Hope. Students must be available on Saturday, December 9  for audition and placement in the appropriate voice course. Auditions will not be held on other days. Course fee will be added upon placement."
"COMPLETED","Concert Attendance","MUS","080","01","11294",0,""," "," "," ","R"," "," "," ","1100-1150","JHMILR 120",150,71,79,0,"Southard, Robert G.",01/08-05/04,16
"COMPLETED","Introduction to Music","MUS","101","01","11855",4,FA1,"M"," ","W"," "," "," "," ","1300-1420","JHMILR 194",35,21,14,0,"Craioveanu, Mihai D.",01/08-05/04,16
"COMPLETED","Introduction to Music","MUS","101","02","12813",4,FA1,"M"," ","W"," "," "," "," ","1430-1550","JHMILR 194",35,17,18,0,"Payne, Alyson M.",01/08-05/04,16
"CLOSED","Introduction to Music","MUS","101","03","11521",4,FA1," ","T"," ","R"," "," "," ","1200-1320","JHMILR 194",35,35,0,0,"Southard, Sarah",01/08-05/04,16
"COMPLETED","Perspectives in Music","MUS","102","01","12128",4,FA1," ","T"," ","R"," "," "," ","1330-1450","JHMILR 192",24,15,9,0,"Hornbach, Christina M.",01/08-05/04,16
"","","","","","",,"GLI"," ","T"," ","R"," "," "," ","1330-1450","JHMILR 192","","","","","",""
"COMPLETED","World Music","MUS","104","01","11856",4,FA1," ","T"," ","R"," "," "," ","1330-1450","JHMILR 130",35,34,1,0,"Fashun, Christopher H.",01/08-05/04,16
"","","","","","",,"GLI"," ","T"," ","R"," "," "," ","1330-1450","JHMILR 130","","","","","",""
"COMPLETED","World Music","MUS","104","02","11915",4,GLI," ","T"," ","R"," "," "," ","1500-1620","JHMILR 194",35,20,15,0,"Sooy, Julie A.",01/08-05/04,16
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","1500-1620","JHMILR 194","","","","","",""
"CLOSED","Survey of American Music","MUS","105","01","12129",4,GLD," ","T"," ","R"," "," "," ","0800-0920","JHMILR 194",35,37,-2,0,"Coyle, Brian R.",01/08-05/04,16
,"Topic: Rock."
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","0800-0920","JHMILR 194","","","","","",""
"CLOSED","Survey of American Music","MUS","105","02","11299",4,FA1," ","T"," ","R"," "," "," ","0930-1050","JHMILR 194",35,36,-1,0,"Talaga, Stephen C.",01/08-05/04,16
,"Topic: Jazz."
"","","","","","",,"GLD"," ","T"," ","R"," "," "," ","0930-1050","JHMILR 194","","","","","",""
"CLOSED","Theory II","MUS","112","01","11016",4,"","M"," ","W"," ","F"," "," ","1200-1250","JHMILR 192",15,17,-2,0,"Hodson, Robert D.",01/08-05/04,16
"CLOSED","Theory II","MUS","112","02","11017",4,"","M"," ","W"," ","F"," "," ","1400-1450","JHMILR 192",15,15,0,0,"Hodson, Robert D.",01/08-05/04,16
"CLOSED","Aural Skills II","MUS","114","01","11018",1,"","M"," ","W"," ","F"," "," ","1100-1150","JHMILR 194",15,16,-1,0,"Wolfe, Jennifer A.",01/08-05/04,16
"COMPLETED","Aural Skills II","MUS","114","02","11345",1,"","M"," ","W"," ","F"," "," ","1200-1250","JHMILR 194",15,10,5,0,"Wolfe, Jennifer A.",01/08-05/04,16
"COMPLETED","Aural Skills II","MUS","114","03","12812",1,"","M"," ","W"," ","F"," "," ","1100-1150","JHMILR 140",15,10,5,0,"Sooy, Julie A.",01/08-05/04,16
"COMPLETED","Chapel Choir","MUS","115","01","11019",1,FA2,"M","T","W","R"," "," "," ","1700-1805","JHMILR 140",70,16,54,0,"Richmond, Brad W.",01/08-05/04,16
"COMPLETED","Chapel Choir","MUS","115","011","11323",0,"","M","T","W","R"," "," "," ","1700-1805","JHMILR 140",70,29,41,0,"Richmond, Brad W.",01/08-05/04,16
,"Reserved for students participating in Chapel Choir for pass-fail, zero credit."
"COMPLETED","College Chorus","MUS","116","01","11020",1,FA2," ","T"," "," "," "," "," ","1930-2050","JHMILR 140",100,9,91,0,"Richmond, Brad W.",01/08-05/04,16
"COMPLETED","College Chorus","MUS","116","011","11324",0,""," ","T"," "," "," "," "," ","1930-2050","JHMILR 140",100,5,95,0,"Richmond, Brad W.",01/08-05/04,16
,"Reserved for students participating in College Chorus for pass-fail, zero credit."
"COMPLETED","Women's Chorus","MUS","117","01","11470",1,FA2," ","T"," ","R"," "," "," ","1500-1620","JHMILR 140",30,9,21,0,"Wolfe, Jennifer A.",01/08-05/04,16
"COMPLETED","Women's Chorus","MUS","117","011","11325",0,""," ","T"," ","R"," "," "," ","1500-1620","JHMILR 140",30,17,13,0,"Wolfe, Jennifer A.",01/08-05/04,16
,"Reserved for students participating in Women's Chorus for pass-fail, zero credit."
"COMPLETED","Orchestra","MUS","120","01","11021",1,FA2," ","T"," ","R"," "," "," ","1630-1820","JHMILR 130",65,16,49,0,"Fashun, Christopher H.",01/08-05/04,16
"COMPLETED","Orchestra","MUS","120","011","11304",0,""," ","T"," ","R"," "," "," ","1630-1820","JHMILR 130",100,35,65,0,"Fashun, Christopher H.",01/08-05/04,16
,"Reserved for students participating in Orchestra for pass-fail, zero credit."
"COMPLETED","Wind Ensemble","MUS","130","01","11022",1,FA2,"M"," ","W"," "," "," "," ","1700-1820","JHMILR 130",60,16,44,0,"Southard, Robert G.",01/08-05/04,16
"","","","","","",,"FA2"," "," "," "," ","F"," "," ","1300-1430","JHMILR 130","","","","","",""
"COMPLETED","Wind Ensemble","MUS","130","011","11326",0,"","M"," ","W"," "," "," "," ","1700-1820","JHMILR 130",50,22,28,0,"Southard, Robert G.",01/08-05/04,16
,"Reserved for students participating in Wind Ensemble for pass-fail, zero credit."
"","","","","","",,""," "," "," "," ","F"," "," ","1300-1430","JHMILR 130","","","","","",""
"COMPLETED","Concert Band","MUS","133","01","11023",1,FA2," "," "," ","R"," "," "," ","1900-2030","JHMILR 130",30,2,28,0,"Southard, Robert G.",01/08-05/04,16
"COMPLETED","Concert Band","MUS","133","011","11327",0,""," "," "," ","R"," "," "," ","1900-2030","JHMILR 130",30,8,22,0,"Southard, Robert G.",01/08-05/04,16
,"Reserved for students participating in Concert Band for pass-fail, zero credit."
"COMPLETED","Jazz Arts Collective","MUS","135","01","11024",1,FA2," ","T"," ","R"," "," "," ","1200-1320","JHMILR 130",10,4,6,0,"Coyle, Brian R.",01/08-05/04,16
"COMPLETED","Jazz Arts Collective","MUS","135","011","11328",0,""," ","T"," ","R"," "," "," ","1200-1320","JHMILR 130",10,7,3,0,"Coyle, Brian R.",01/08-05/04,16
,"Reserved for students participating in Jazz Ensemble for pass-fail, zero credit."
"COMPLETED","Opera Workshop","MUS","155","01","12810",1,FA2," "," "," "," ","F"," "," ","1400-1650","JHMILR 120",15,3,12,0,"Kim, JungWoo",01/08-05/04,16
"COMPLETED","Opera Workshop","MUS","155","011","12811",0,FA2," "," "," "," ","F"," "," ","1400-1650","JHMILR 120",10,7,3,0,"Kim, JungWoo",01/08-05/04,16
,"This section is for those students who are participating in Opera Workshop for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble I","MUS","160","01","11025",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Coyle, Brian R.",01/08-05/04,16
"COMPLETED","Jazz Chamber Ensemble I","MUS","160","011","11329",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Coyle, Brian R.",01/08-05/04,16
,"Reserved for students participating in Jazz Chamber Ensemble I for pass-fail, zero credit."
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","02","11026",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Roberts, Nathaniel J.",01/08-05/04,16
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","021","11330",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Roberts, Nathaniel J.",01/08-05/04,16
,"Reserved for students participating in Jazz Chamber Ensemble II for pass-fail, zero credit."
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","03","11027",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Talaga, Stephen C.",01/08-05/04,16
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","031","11331",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Talaga, Stephen C.",01/08-05/04,16
,"Reserved for students participating in Jazz Chamber Ensemble III for pass-fail, zero credit."
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","04","11029",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Shoup, Jeffrey A.",01/08-05/04,16
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","041","11332",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Shoup, Jeffrey A.",01/08-05/04,16
,"Reserved for students participating in Jazz Chamber Ensemble IV for pass-fail, zero credit."
"COMPLETED","Jazz Chamber Ensemble V","MUS","160","05","11366",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Lockwood, Thomas E.",01/08-05/04,16
