"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Spring 2016"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"SPRING 2016 (201601)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"COMPLETED","Pending Audition - Piano","MUS","050","01","11945","  2/3","","TBA","","","","","","","","TBA",50,0,50,0,"Le, Andrew C.",01/11-05/06,14
,"THIS SECTION FOR NEW PIANO STUDENTS ONLY. Students must be available on Monday, January 6 for audition & placement in Mus 179. Auditions will NOT be held on other days. Applicable course fee will be added upon placement."
"COMPLETED","Pending Audition - Voice","MUS","060","01","11946","  2/3","","TBA","","","","","","","","TBA",50,0,50,0,"Dykstra, Linda L.",01/11-05/06,14
,"THIS SECTION FOR NEW VOICE STUDENTS ONLY. Students must be available on Monday, January 6 for audition & placement in the appropriate voice course. Auditions will NOT be held on other days. Applicable course fee will be added upon placement."
"COMPLETED","Concert Attendance","MUS","080","01","11348",0,""," "," "," ","R"," "," "," ","1100-1150","JHMILR 120",150,49,101,0,"Southard, Robert G.",01/11-05/06,14
"COMPLETED","Introduction to Music","MUS","101","01","11631",4,FA1," ","T"," ","R"," "," "," ","1200-1320","JHMILR 194",35,33,2,0,"Lewis, Huw R.",01/11-05/06,14
"COMPLETED","Introduction to Music","MUS","101","02","11922",4,FA1," ","T"," ","R"," "," "," ","1330-1450","JHMILR 194",35,22,13,0,"Kim, JungWoo",01/11-05/06,14
"COMPLETED","Introduction to Music","MUS","101","03","12124",4,FA1,"M"," ","W"," "," "," "," ","1300-1420","JHMILR 194",35,15,20,0,"Craioveanu, Mihai D.",01/11-05/06,14
"COMPLETED","Introduction to Music","MUS","101","04","12252",4,FA1,"M"," ","W"," "," "," "," ","0800-0920","JHMILR 194",35,27,8,0,"Leach, James D.",01/11-05/06,14
"COMPLETED","Perspectives in Music","MUS","102","01","12647",4,GLI," ","T"," ","R"," "," "," ","1330-1450","JHMILR 192",24,16,8,0,"Hornbach, Christina M.",01/11-05/06,14
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","1330-1450","JHMILR 192","","","","","",""
"COMPLETED","World Music","MUS","104","01","12125",4,GLI," ","T"," ","R"," "," "," ","1330-1450","JHMILR 130",35,22,13,0,"Fashun, Christopher H.",01/11-05/06,14
"","","","","","",,"CD4"," ","T"," ","R"," "," "," ","1330-1450","JHMILR 130","","","","","",""
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","1330-1450","JHMILR 130","","","","","",""
"CLOSED","World Music","MUS","104","02","12254",4,FA1," ","T"," ","R"," "," "," ","1500-1620","JHMILR 194",35,35,0,0,"Sooy, Julie A.",01/11-05/06,14
"","","","","","",,"GLI"," ","T"," ","R"," "," "," ","1500-1620","JHMILR 194","","","","","",""
"","","","","","",,"CD4"," ","T"," ","R"," "," "," ","1500-1620","JHMILR 194","","","","","",""
"CLOSED","Survey of Jazz","MUS","105","01","12648",4,GLD," ","T"," ","R"," "," "," ","0800-0920","JHMILR 194",35,35,0,0,"Coyle, Brian R.",01/11-05/06,14
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","0800-0920","JHMILR 194","","","","","",""
"","","","","","",,"CD4"," ","T"," ","R"," "," "," ","0800-0920","JHMILR 194","","","","","",""
"CLOSED","Survey of Jazz","MUS","105","02","11354",4,GLD," ","T"," ","R"," "," "," ","0930-1050","JHMILR 194",35,35,0,0,"Talaga, Stephen C.",01/11-05/06,14
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","0930-1050","JHMILR 194","","","","","",""
"","","","","","",,"CD4"," ","T"," ","R"," "," "," ","0930-1050","JHMILR 194","","","","","",""
"COMPLETED","Theory II","MUS","112","01","11021",4,"","M"," ","W"," ","F"," "," ","1200-1250","JHMILR 192",15,8,7,0,"Hodson, Robert D.",01/11-05/06,14
"COMPLETED","Theory II","MUS","112","02","11022",4,"","M"," ","W"," ","F"," "," ","1400-1450","JHMILR 192",15,9,6,0,"Hodson, Robert D.",01/11-05/06,14
"COMPLETED","Aural Skills II","MUS","114","01","11023",1,"","M"," ","W"," ","F"," "," ","1100-1150","JHMILR 194",15,10,5,0,"Wolfe, Jennifer A.",01/11-05/06,14
"COMPLETED","Aural Skills II","MUS","114","02","11404",1,"","M"," ","W"," ","F"," "," ","1200-1250","JHMILR 194",15,6,9,0,"Wolfe, Jennifer A.",01/11-05/06,14
"COMPLETED","Chapel Choir","MUS","115","01","11024",1,FA2,"M","T","W","R"," "," "," ","1700-1805","JHMILR 140",70,16,54,0,"Richmond, Brad W.",01/11-05/06,14
"COMPLETED","Chapel Choir","MUS","115","011","11380",0,"","M","T","W","R"," "," "," ","1700-1805","JHMILR 140",70,24,46,0,"Richmond, Brad W.",01/11-05/06,14
,"This section is for those students who are participating in Chapel Choir for pass-fail, zero credit only."
"COMPLETED","College Chorus","MUS","116","01","11025",1,FA2," ","T"," "," "," "," "," ","1900-2050","JHMILR 140",100,19,81,0,"Richmond, Brad W.",01/11-05/06,14
"COMPLETED","College Chorus","MUS","116","011","11381",0,""," ","T"," "," "," "," "," ","1900-2050","JHMILR 140",100,12,88,0,"Richmond, Brad W.",01/11-05/06,14
,"This section is for those students who are participating in College Chorus for pass-fail, zero credit only."
