"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Spring 2014"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"SPRING 2014 (201401)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"COMPLETED","Pending Audition - Piano","MUS","050","01","11546","  2/3","","TBA","","","","","","","","TBA",50,0,50,0,"Le, Andrew C.",01/07-04/25,14
,"THIS SECTION FOR NEW PIANO STUDENTS ONLY. Students must be available on Monday, January 6 for audition & placement in MUS 179, Piano. Auditions will NOT be held on other days. Applicable course fee will be added upon placement."
"COMPLETED","Pending Audition - Voice","MUS","060","01","11547","  2/3","","TBA","","","","","","","","TBA",50,0,50,0,"Dykstra, Linda L.",01/07-04/25,14
,"THIS SECTION FOR NEW VOICE STUDENTS ONLY. Students must be available on Monday, January 6 for audition & placement in the appropriate voice course. Auditions will NOT be held on other days. Applicable course fee will be added upon placement."
"COMPLETED","Concert Attendance","MUS","080","01","10437",0,""," "," "," ","R"," "," "," ","1100-1150","NYKERK 124",150,55,95,0,"Waterstone, Kathy A.",01/07-04/25,14
"COMPLETED","Introduction to Music","MUS","101","01","10857",4,FA1," ","T"," ","R"," "," "," ","1200-1320","NYKERK 124",35,34,1,0,"Lewis, Huw R.",01/07-04/25,14
"COMPLETED","Introduction to Music","MUS","101","02","11493",4,FA1," ","T"," ","R"," "," "," ","1330-1450","NYKERK 124",41,39,2,0,"Lewis, Huw R.",01/07-04/25,14
"CANCELLED","Introduction to Music","MUS","101","03","10822",4,FA1,"TBA","","","","","","","","TBA",35,0,35,0,"Staff",01/07-04/25,14
"COMPLETED","Introduction to Music","MUS","101","04","11000",4,FA1," ","T"," ","R"," "," "," ","1630-1750","NYKERK 100",35,34,1,0,"Clark, Adam L.",01/07-04/25,14
"CLOSED","Survey of Jazz","MUS","105","01","10496",4,CD4," ","T"," ","R"," "," "," ","0800-0920","NYKERK 124",40,44,-4,0,"Coyle, Brian R.",01/07-04/25,14
"","","","","","",,"GLD"," ","T"," ","R"," "," "," ","0800-0920","NYKERK 124","","","","","",""
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","0800-0920","NYKERK 124","","","","","",""
"CLOSED","Survey of Jazz","MUS","105","02","10444",4,FA1," ","T"," ","R"," "," "," ","1500-1620","NYKERK 124",35,42,-7,0,"Talaga, Stephen C.",01/07-04/25,14
"","","","","","",,"CD4"," ","T"," ","R"," "," "," ","1500-1620","NYKERK 124","","","","","",""
"","","","","","",,"GLD"," ","T"," ","R"," "," "," ","1500-1620","NYKERK 124","","","","","",""
"COMPLETED","Survey of Jazz","MUS","105","03","11621",4,FA1," ","T"," "," "," "," "," ","1800-2050","NYKERK 100",35,27,8,0,"Roberts, Nathaniel J.",01/07-04/25,14
"","","","","","",,"GLD"," ","T"," "," "," "," "," ","1800-2050","NYKERK 100","","","","","",""
"","","","","","",,"CD4"," ","T"," "," "," "," "," ","1800-2050","NYKERK 100","","","","","",""
"COMPLETED","Theory II","MUS","112","01","10025",4,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 101",15,10,5,0,"West, Elizabeth O.",01/07-04/25,14
"COMPLETED","Theory II","MUS","112","02","10026",4,"","M"," ","W"," ","F"," "," ","1200-1250","NYKERK 101",15,9,6,0,"West, Elizabeth O.",01/07-04/25,14
"COMPLETED","Aural Skills II","MUS","114","01","10027",1,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 102",15,10,5,0,"Sooy, Julie A.",01/07-04/25,14
"COMPLETED","Aural Skills II","MUS","114","02","10513",1,"","M"," ","W"," ","F"," "," ","1200-1250","NYKERK 100",15,10,5,0,"Sooy, Julie A.",01/07-04/25,14
"COMPLETED","Chapel Choir","MUS","115","01","10028",1,FA2,"M","T","W","R"," "," "," ","1700-1805","NYKERK 124",70,18,52,0,"Webb, Mark R.",01/07-04/25,14
"COMPLETED","Chapel Choir","MUS","115","011","10479",0,"","M","T","W","R"," "," "," ","1700-1805","NYKERK 124",70,24,46,0,"Webb, Mark R.",01/07-04/25,14
,"This section is for those students who are participating in Chapel Choir for pass-fail, zero credit only."
"COMPLETED","College Chorus","MUS","116","01","10029",1,FA2," ","T"," "," "," "," "," ","1930-2050","NYKERK 124",100,25,75,0,"Bogle, Gary W.",01/07-04/25,14
"COMPLETED","College Chorus","MUS","116","011","10480",0,""," ","T"," "," "," "," "," ","1930-2050","NYKERK 124",100,16,84,0,"Bogle, Gary W.",01/07-04/25,14
,"This section is for those students who are participating in College Chorus for pass-fail, zero credit only."
"COMPLETED","Women's Chorus","MUS","117","01","10761",1,FA2," ","T"," ","R"," "," "," ","1200-1320","CHAPEL AUD",30,8,22,0,"Lemon, Shirley J.",01/07-04/25,14
,""
"COMPLETED","Women's Chorus","MUS","117","011","10481",0,""," ","T"," ","R"," "," "," ","1200-1320","CHAPEL AUD",30,6,24,0,"Lemon, Shirley J.",01/07-04/25,14
,"This section is for those students who are participating in Women's Chorus for pass-fail, zero credit only."
"COMPLETED","Orchestra","MUS","120","01","10030",1,FA2,"M"," ","W"," "," "," "," ","1500-1550","NYKERK 116",65,15,50,0,"Piippo, Richard G.",01/07-04/25,14
,"This section is for all string players enrolling for credit."
"","","","","","",,"FA2"," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116","","","","","",""
"COMPLETED","Orchestra","MUS","120","011","10452",0,"","M"," ","W"," "," "," "," ","1500-1550","NYKERK 116",100,25,75,0,"Piippo, Richard G.",01/07-04/25,14
,"This section is for all string players enrolling for pass-fail, zero credit only."
"","","","","","",,""," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116","","","","","",""
"COMPLETED","Orchestra","MUS","120","02","10514",1,FA2," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116",70,6,64,0,"Piippo, Richard G.",01/07-04/25,14
,"This section is for all woodwind, brass, percussion players enrolling for credit."
"COMPLETED","Orchestra","MUS","120","021","10515",0,""," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116",70,13,57,0,"Piippo, Richard G.",01/07-04/25,14
,"This section is for all woodwind, brass, percussion players enrolling for pass-fail, zero credit only."
"COMPLETED","Wind Ensemble","MUS","130","01","10031",1,FA2,"M"," ","W"," "," "," "," ","1700-1810","NYKERK 116",60,12,48,0,"Southard, Robert G.",01/07-04/25,14
"","","","","","",,"FA2"," "," "," "," ","F"," "," ","1300-1430","NYKERK 116","","","","","",""
"COMPLETED","Wind Ensemble","MUS","130","011","10482",0,"","M"," ","W"," "," "," "," ","1700-1810","NYKERK 116",50,34,16,0,"Southard, Robert G.",01/07-04/25,14
