"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Fall 2013"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"FALL 2013 (201308)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"COMPLETED","Pending Audition - Piano","MUS","050","01","80700","  2/3","","TBA","","","","","","","","TBA",50,0,50,0,"Le, Andrew C.",08/27-12/06,15
,"THIS SECTION FOR NEW PIANO STUDENTS ONLY. Students must be available on Monday, August 31 for audition & placement in Mus 179, Piano. Auditions will NOT be held on other days. Applicable course fee will be added upon placement."
"COMPLETED","Pending Audition - Voice","MUS","060","01","80701","  2/3","","TBA","","","","","","","","TBA",50,0,50,0,"Dykstra, Linda L.",08/27-12/06,15
,"THIS SECTION FOR NEW VOICE STUDENTS ONLY. Students must be available on Monday, August 31 for audition & placement in the appropriate voice course. Auditions will NOT be held on other days. Applicable course fee will be added upon placement."
"COMPLETED","Concert Attendance","MUS","080","01","80562",0,""," "," "," ","R"," "," "," ","1100-1150","NYKERK 124",100,75,25,0,"Hodson, Robert D.",08/27-12/06,15
"CLOSED","Introduction to Music","MUS","101","01","81136",4,FA1,"M"," ","W"," ","F"," "," ","0930-1020","NYKERK 100",35,35,0,0,"Clark, Adam L.",08/27-12/06,15
"COMPLETED","Introduction to Music","MUS","101","02","80786",4,FA1," ","T"," ","R"," "," "," ","1200-1320","NYKERK 100",35,34,1,0,"Lewis, Huw R.",08/27-12/06,15
"COMPLETED","World Music","MUS","104","01","80543",4,GLI," ","T"," ","R"," "," "," ","0930-1050","NYKERK 100",35,34,1,0,"Zidones, Randall J.",08/27-12/06,15
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","0930-1050","NYKERK 100","","","","","",""
"","","","","","",,"CD4"," ","T"," ","R"," "," "," ","0930-1050","NYKERK 100","","","","","",""
"CLOSED","Survey of Jazz","MUS","105","01","80424",4,GLD," ","T"," ","R"," "," "," ","0800-0920","NYKERK 124",40,43,-3,0,"Coyle, Brian R.",08/27-12/06,15
"","","","","","",,"CD4"," ","T"," ","R"," "," "," ","0800-0920","NYKERK 124","","","","","",""
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","0800-0920","NYKERK 124","","","","","",""
"CLOSED","Survey of Jazz","MUS","105","02","80974",4,FA1," ","T"," ","R"," "," "," ","1500-1620","NYKERK 124",40,40,0,0,"Talaga, Stephen C.",08/27-12/06,15
