"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Spring 2013"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"SPRING 2013 (201301)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"COMPLETED","Concert Attendance","MUS","080","01","10561",0,""," "," "," ","R"," "," "," ","1100-1150","NYKERK 124",150,61,89,0,"Waterstone, Kathy A.",01/08-04/26,16
"COMPLETED","Introduction to Music","MUS","101","01","11141",4,FA1,"M"," ","W"," ","F"," "," ","0930-1020","NYKERK 100",35,33,2,0,"Clark, Adam L.",01/08-04/26,16
"COMPLETED","Introduction to Music","MUS","101","02","10662",4,FA1,"M"," ","W"," ","F"," "," ","1400-1450","NYKERK 124",35,33,2,0,"Craioveanu, Mihai D.",01/08-04/26,16
"COMPLETED","Introduction to Music","MUS","101","03","11065",4,FA1," ","T"," ","R"," "," "," ","1500-1620","NYKERK 100",35,26,9,0,"Lewis, Huw R.",01/08-04/26,16
"CLOSED","Introduction to Music","MUS","101","04","11333",4,FA1," ","T"," ","R"," "," "," ","1330-1450","NYKERK 100",35,36,-1,0,"Lewis, Huw R.",01/08-04/26,16
"COMPLETED","Perspectives in Music","MUS","102","01","10024",2,""," ","T"," ","R"," "," "," ","1400-1450","NYKERK 101",25,13,12,0,"Hornbach, Christina M.",01/08-04/26,16
"COMPLETED","Perspectives in Music","MUS","102","02","10761",2,""," ","T"," ","R"," "," "," ","0830-0920","NYKERK 100",25,11,14,0,"Hornbach, Christina M.",01/08-04/26,16
"CLOSED","World Music","MUS","104","01","11334",4,GLI," ","T"," ","R"," "," "," ","1200-1320","NYKERK 100",35,35,0,0,"Straus, Melissa M.",01/08-04/26,16
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","1200-1320","NYKERK 100","","","","","",""
"","","","","","",,"CD4"," ","T"," ","R"," "," "," ","1200-1320","NYKERK 100","","","","","",""
"CLOSED","Survey of Jazz","MUS","105","01","10636",4,FA1," ","T"," ","R"," "," "," ","0800-0920","NYKERK 124",40,45,-5,0,"Coyle, Brian R.",01/08-04/26,16
"","","","","","",,"GLD"," ","T"," ","R"," "," "," ","0800-0920","NYKERK 124","","","","","",""
"","","","","","",,"CD4"," ","T"," ","R"," "," "," ","0800-0920","NYKERK 124","","","","","",""
"CLOSED","Survey of Jazz","MUS","105","02","10568",4,CD4," ","T"," ","R"," "," "," ","1500-1620","NYKERK 124",35,36,-1,0,"Talaga, Stephen C.",01/08-04/26,16
"","","","","","",,"GLD"," ","T"," ","R"," "," "," ","1500-1620","NYKERK 124","","","","","",""
"","","","","","",,"FA1"," ","T"," ","R"," "," "," ","1500-1620","NYKERK 124","","","","","",""
"COMPLETED","Theory II","MUS","112","01","10025",4,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 101",15,12,3,0,"West, Elizabeth O.",01/08-04/26,16
"COMPLETED","Theory II","MUS","112","02","10026",4,"","M"," ","W"," ","F"," "," ","1200-1250","NYKERK 101",15,14,1,0,"West, Elizabeth O.",01/08-04/26,16
"COMPLETED","Aural Skills II","MUS","114","01","10027",1,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 102",15,11,4,0,"Wolfe, Jennifer A.",01/08-04/26,16
"COMPLETED","Aural Skills II","MUS","114","02","10663",1,"","M"," ","W"," ","F"," "," ","1200-1250","NYKERK 100",15,12,3,0,"Wolfe, Jennifer A.",01/08-04/26,16
"COMPLETED","Chapel Choir","MUS","115","01","10028",1,FA2,"M","T","W","R"," "," "," ","1700-1805","NYKERK 124",70,16,54,0,"Richmond, Brad W.",01/08-04/26,16
"COMPLETED","Chapel Choir","MUS","115","011","10611",0,"","M","T","W","R"," "," "," ","1700-1805","NYKERK 124",70,27,43,0,"Richmond, Brad W.",01/08-04/26,16
,"This section is for those students who are participating in Chapel Choir for pass-fail, zero credit only."
"COMPLETED","College Chorus","MUS","116","01","10029",1,FA2," ","T"," "," "," "," "," ","1930-2050","NYKERK 124",100,19,81,0,"Richmond, Brad W.",01/08-04/26,16
"COMPLETED","College Chorus","MUS","116","011","10612",0,""," ","T"," "," "," "," "," ","1930-2050","NYKERK 124",100,12,88,0,"Richmond, Brad W.",01/08-04/26,16
,"This section is for those students who are participating in College Chorus for pass-fail, zero credit only."
"COMPLETED","Women's Chorus","MUS","117","01","10967",1,FA2," ","T"," ","R"," "," "," ","1200-1320","CHAPEL AUD",30,4,26,0,"Wolfe, Jennifer A.",01/08-04/26,16
,""
"COMPLETED","Women's Chorus","MUS","117","011","10613",0,""," ","T"," ","R"," "," "," ","1200-1320","CHAPEL AUD",30,14,16,0,"Wolfe, Jennifer A.",01/08-04/26,16
,"This section is for those students who are participating in Women's Chorus for pass-fail, zero credit only."
"COMPLETED","Orchestra","MUS","120","01","10030",1,FA2,"M"," ","W"," "," "," "," ","1500-1550","NYKERK 116",65,18,47,0,"Piippo, Richard G.",01/08-04/26,16
,"This section is for all string players enrolling for credit."
"","","","","","",,"FA2"," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116","","","","","",""
"COMPLETED","Orchestra","MUS","120","011","10576",0,"","M"," ","W"," "," "," "," ","1500-1550","NYKERK 116",100,24,76,0,"Piippo, Richard G.",01/08-04/26,16
,"This section is for all string players enrolling for pass-fail, zero credit only."
"","","","","","",,""," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116","","","","","",""
"COMPLETED","Orchestra","MUS","120","02","10664",1,FA2," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116",70,5,65,0,"Piippo, Richard G.",01/08-04/26,16
,"This section is for all woodwind, brass, percussion players enrolling for credit."
"COMPLETED","Orchestra","MUS","120","021","10665",0,""," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116",70,10,60,0,"Piippo, Richard G.",01/08-04/26,16
,"This section is for all woodwind, brass, percussion players enrolling for pass-fail, zero credit only."
"COMPLETED","Wind Ensemble","MUS","130","01","10031",1,FA2,"M"," ","W"," "," "," "," ","1700-1810","NYKERK 116",60,10,50,0,"Southard, Robert G.",01/08-04/26,16
"","","","","","",,"FA2"," "," "," "," ","F"," "," ","1300-1430","NYKERK 116","","","","","",""
"COMPLETED","Wind Ensemble","MUS","130","011","10614",0,"","M"," ","W"," "," "," "," ","1700-1810","NYKERK 116",50,32,18,0,"Southard, Robert G.",01/08-04/26,16
,"This section is for those students who are participating in Wind Symphony for pass-fail, zero credit only."
"","","","","","",,""," "," "," "," ","F"," "," ","1300-1430","NYKERK 116","","","","","",""
"COMPLETED","Concert Band","MUS","133","01","10032",1,FA2," "," "," ","R"," "," "," ","1900-2030","NYKERK 116",30,5,25,0,"Southard, Robert G.",01/08-04/26,16
"COMPLETED","Concert Band","MUS","133","011","10615",0,""," "," "," ","R"," "," "," ","1900-2030","NYKERK 116",30,13,17,0,"Southard, Robert G.",01/08-04/26,16
,"This section is for those students who are participating in Concert Band for pass-fail, zero credit only."
"COMPLETED","Jazz Arts Collective","MUS","135","01","10033",1,FA2," ","T"," ","R"," "," "," ","1200-1320","NYKERK 116",10,6,4,0,"Coyle, Brian R.",01/08-04/26,16
"COMPLETED","Jazz Arts Collective","MUS","135","011","10616",0,""," ","T"," ","R"," "," "," ","1200-1320","NYKERK 116",10,7,3,0,"Coyle, Brian R.",01/08-04/26,16
,"This section is for those students who are participating in Jazz Ensemble for pass-fail, zero credit only."
"COMPLETED","Opera Workshop","MUS","155","01","11335",1,FA2,"TBA","","","","","","","","TBA",15,4,11,0,"Dykstra, Linda L.",01/08-04/26,16
"COMPLETED","Opera Workshop","MUS","155","011","11530",0,FA2,"TBA","","","","","","","","TBA",10,3,7,0,"Dykstra, Linda L.",01/08-04/26,16
"CLOSED","Jazz Chamber Ensemble I","MUS","160","01","10034",.5,FA2,"TBA","","","","","","","","TBA",4,4,0,0,"Coyle, Brian R.",01/08-04/26,16
"COMPLETED","Jazz Chamber Ensemble I","MUS","160","011","10617",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Coyle, Brian R.",01/08-04/26,16
,"This section is for those students who are participating in Jazz Chamber Ensemble I for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","02","10035",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Hodson, Robert D.",01/08-04/26,16
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","021","10618",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Hodson, Robert D.",01/08-04/26,16
,"This section is for those students who are participating in Jazz Chamber Ensemble II for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","03","10036",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Talaga, Stephen C.",01/08-04/26,16
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","031","10619",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Talaga, Stephen C.",01/08-04/26,16
,"This section is for those students who are participating in Jazz Chamber Ensemble III for pass-fail, zero credit only."
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","04","10038",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Van Lente, Michael J.",01/08-04/26,16
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","041","10620",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Van Lente, Michael J.",01/08-04/26,16
,"This section is for those students who are participating in Jazz Chamber Ensemble IV for pass-fail, zero credit only."
